suite,condition_id,retriever,max_steps,process_feedback,quality_reweight,judge_mode,qa_count,success,judge_score,retrieval_precision,hallucination_rate,lexical_f1,exact_match,reference_episode_recall,trajectory_length,elapsed_seconds,cost_usd
main,main__bm25__steps2__judge0__quality0__modenone,bm25,2,False,False,none,3,0.6666666666666666,4.0,0.03333333333333333,0.3,0.3128970886600254,0.0,0.611111111111111,2.0,5.109892288843791,0.0005022333333333333
main,main__bm25__steps2__judge1__quality0__modeprocess,bm25,2,True,False,process,3,0.3333333333333333,3.0,0.04666666666666667,0.2833333333333333,0.2777954495990357,0.0,0.611111111111111,2.0,9.553683916727701,0.0006351
main,main__bm25__steps3__judge0__quality0__modenone,bm25,3,False,False,none,3,0.6666666666666666,3.3333333333333335,0.26666666666666666,0.37666666666666665,0.2964913717608664,0.0,0.7777777777777778,3.0,8.89741587638855,0.0008003666666666667
main,main__bm25__steps3__judge1__quality0__modeprocess,bm25,3,True,False,process,3,0.6666666666666666,3.6666666666666665,0.10333333333333333,0.27,0.2612576556163078,0.0,0.611111111111111,3.0,14.311447064081827,0.0009346666666666667
main,main__bm25__steps4__judge0__quality0__modenone,bm25,4,False,False,none,3,1.0,4.666666666666667,0.26110000000000005,0.11,0.31179344709298545,0.0,0.7777777777777778,4.0,9.934120257695517,0.0011122666666666667
main,main__bm25__steps4__judge1__quality0__modeprocess,bm25,4,True,False,process,3,0.3333333333333333,3.3333333333333335,0.19333333333333333,0.19999999999999998,0.31875901875901874,0.0,0.7777777777777778,4.0,19.10323437054952,0.0013158
main,main__embedding__steps2__judge0__quality0__modenone,embedding,2,False,False,none,3,0.3333333333333333,4.0,0.2333333333333333,0.18333333333333335,0.3182664500496879,0.0,0.5555555555555555,2.0,6.066896279652913,0.0004608533333333334
main,main__embedding__steps2__judge1__quality0__modeprocess,embedding,2,True,False,process,3,0.6666666666666666,4.0,0.349,0.19999999999999998,0.31433852446122384,0.0,0.4444444444444444,2.0,17.01197083791097,0.0007307366666666667
main,main__embedding__steps3__judge0__quality0__modenone,embedding,3,False,False,none,3,0.6666666666666666,3.6666666666666665,0.2333333333333333,0.3666666666666667,0.3650982854265809,0.0,0.5555555555555555,2.6666666666666665,6.466338316599528,0.00054797
main,main__embedding__steps3__judge1__quality0__modeprocess,embedding,3,True,False,process,3,0.6666666666666666,3.0,0.6291666666666667,0.5233333333333333,0.3814367703787336,0.0,0.611111111111111,2.6666666666666665,19.860591729482014,0.0008875833333333334
main,main__embedding__steps4__judge0__quality0__modenone,embedding,4,False,False,none,3,0.6666666666666666,4.0,0.4666666666666666,0.12666666666666668,0.3347795521254541,0.0,0.5555555555555555,3.3333333333333335,9.130801677703857,0.00070519
main,main__embedding__steps4__judge1__quality0__modeprocess,embedding,4,True,False,process,3,0.6666666666666666,4.333333333333333,0.5953333333333334,0.13333333333333333,0.3355744018354638,0.0,0.5555555555555555,3.6666666666666665,20.254631121953327,0.0011251066666666668
main,main__grep__steps2__judge0__quality0__modenone,grep,2,False,False,none,3,0.6666666666666666,4.0,0.3666666666666667,0.09999999999999999,0.2686965811965812,0.0,0.611111111111111,2.0,5.940832773844401,0.0021252000000000003
main,main__grep__steps2__judge1__quality0__modeprocess,grep,2,True,False,process,3,0.6666666666666666,3.3333333333333335,0.5475666666666666,0.20443333333333333,0.29604617604617606,0.0,0.611111111111111,2.0,18.71677541732788,0.0023840000000000003
main,main__grep__steps3__judge0__quality0__modenone,grep,3,False,False,none,3,0.6666666666666666,4.333333333333333,0.10000000000000002,0.24333333333333332,0.2719498727163821,0.0,0.611111111111111,3.0,8.2641073067983,0.0019625666666666665
main,main__grep__steps3__judge1__quality0__modeprocess,grep,3,True,False,process,3,0.3333333333333333,3.0,0.16833333333333333,0.08333333333333333,0.29329320468560977,0.0,0.611111111111111,3.0,16.16192324956258,0.0024179
main,main__grep__steps4__judge0__quality0__modenone,grep,4,False,False,none,3,0.6666666666666666,3.6666666666666665,0.16,0.2066666666666667,0.2959962694292187,0.0,0.611111111111111,4.0,10.513972997665405,0.0043363333333333335
main,main__grep__steps4__judge1__quality0__modeprocess,grep,4,True,False,process,3,0.6666666666666666,3.3333333333333335,0.15666666666666665,0.25666666666666665,0.25466263060248023,0.0,0.611111111111111,4.0,17.09489385286967,0.0028933999999999995
