suite,condition_id,retriever,max_steps,process_feedback,quality_reweight,judge_mode,qa_count,success,judge_score,retrieval_precision,hallucination_rate,lexical_f1,exact_match,reference_episode_recall,trajectory_length,elapsed_seconds,cost_usd
main,main__bm25__steps2__judge0__quality0__modenone,bm25,2,False,False,none,3,0.0,1.0,0.0,1.0,0.012578616352201257,0.0,0.0,1.0,9.494035243988037,0.0
main,main__bm25__steps2__judge1__quality0__modeprocess,bm25,2,True,False,process,3,0.0,1.0,0.0,1.0,0.012578616352201257,0.0,0.0,1.0,9.464232842127482,0.0
main,main__bm25__steps3__judge0__quality0__modenone,bm25,3,False,False,none,3,0.0,1.0,0.0,1.0,0.012578616352201257,0.0,0.0,1.0,9.431337197621664,0.0
main,main__bm25__steps3__judge1__quality0__modeprocess,bm25,3,True,False,process,3,0.0,1.0,0.0,1.0,0.012578616352201257,0.0,0.0,1.0,9.419795592625936,0.0
main,main__bm25__steps4__judge0__quality0__modenone,bm25,4,False,False,none,3,0.0,1.0,0.0,1.0,0.012578616352201257,0.0,0.0,1.0,9.402283430099487,0.0
main,main__bm25__steps4__judge1__quality0__modeprocess,bm25,4,True,False,process,3,0.0,1.0,0.0,1.0,0.012578616352201257,0.0,0.0,1.0,9.422831535339355,0.0
main,main__embedding__steps2__judge0__quality0__modenone,embedding,2,False,False,none,3,0.0,1.0,0.0,1.0,0.012578616352201257,0.0,0.0,1.0,9.456435362497965,0.0
main,main__embedding__steps2__judge1__quality0__modeprocess,embedding,2,True,False,process,3,0.0,1.0,0.0,1.0,0.012578616352201257,0.0,0.0,1.0,9.415227254231771,0.0
main,main__embedding__steps3__judge0__quality0__modenone,embedding,3,False,False,none,3,0.0,1.0,0.0,1.0,0.012578616352201257,0.0,0.0,1.0,9.364858945210775,0.0
main,main__embedding__steps3__judge1__quality0__modeprocess,embedding,3,True,False,process,3,0.0,1.0,0.0,1.0,0.012578616352201257,0.0,0.0,1.0,9.359229246775309,0.0
main,main__embedding__steps4__judge0__quality0__modenone,embedding,4,False,False,none,3,0.0,1.0,0.0,1.0,0.012578616352201257,0.0,0.0,1.0,9.34831682840983,0.0
main,main__embedding__steps4__judge1__quality0__modeprocess,embedding,4,True,False,process,3,0.0,1.0,0.0,1.0,0.012578616352201257,0.0,0.0,1.0,9.40490206082662,0.0
main,main__grep__steps2__judge0__quality0__modenone,grep,2,False,False,none,3,0.0,1.0,0.0,1.0,0.012578616352201257,0.0,0.0,1.0,9.408000866572062,0.0
main,main__grep__steps2__judge1__quality0__modeprocess,grep,2,True,False,process,3,0.0,1.0,0.0,1.0,0.012578616352201257,0.0,0.0,1.0,9.501421213150024,0.0
main,main__grep__steps3__judge0__quality0__modenone,grep,3,False,False,none,3,0.0,1.0,0.0,1.0,0.012578616352201257,0.0,0.0,1.0,9.52704668045044,0.0
main,main__grep__steps3__judge1__quality0__modeprocess,grep,3,True,False,process,3,0.0,1.0,0.0,1.0,0.012578616352201257,0.0,0.0,1.0,9.516161998112997,0.0
main,main__grep__steps4__judge0__quality0__modenone,grep,4,False,False,none,3,0.0,1.0,0.0,1.0,0.012578616352201257,0.0,0.0,1.0,9.384878317515055,0.0
main,main__grep__steps4__judge1__quality0__modeprocess,grep,4,True,False,process,3,0.0,1.0,0.0,1.0,0.012578616352201257,0.0,0.0,1.0,9.421433846155802,0.0
