suite,condition_id,retriever,max_steps,process_feedback,quality_reweight,judge_mode,qa_count,success,judge_score,retrieval_precision,hallucination_rate,lexical_f1,exact_match,reference_episode_recall,trajectory_length,elapsed_seconds,cost_usd
main,main__bm25__steps2__judge0__quality0__modenone,bm25,2,False,False,none,20,0.35,2.85,0.23500000000000001,0.3325,0.3199561405714363,0.0,0.7,2.0,6.291349148750305,0.0005347850000000001
main,main__bm25__steps2__judge1__quality0__modeprocess,bm25,2,True,False,process,20,0.7,3.9,0.4137969047619047,0.17283500000000002,0.3275990748510068,0.0,0.6791666666666666,2.0,14.710043394565583,0.0007838
main,main__bm25__steps3__judge0__quality0__modenone,bm25,3,False,False,none,20,0.55,3.6,0.21284999999999998,0.38195,0.3357906362991674,0.0,0.7416666666666667,3.0,8.649145889282227,0.00083949
main,main__bm25__steps3__judge1__quality0__modeprocess,bm25,3,True,False,process,20,0.35,3.05,0.22925,0.34049999999999997,0.3302289005726392,0.0,0.6833333333333333,3.0,18.07087734937668,0.001106055
main,main__bm25__steps4__judge0__quality0__modenone,bm25,4,False,False,none,20,0.4,3.1,0.25933,0.33675,0.3497522699617269,0.0,0.8375,3.95,11.059864020347595,0.0011016700000000001
main,main__bm25__steps4__judge1__quality0__modeprocess,bm25,4,True,False,process,20,0.35,3.0,0.374535,0.33125,0.3379783847352268,0.0,0.825,4.0,22.017865908145904,0.0015442400000000001
main,main__embedding__steps2__judge0__quality0__modenone,embedding,2,False,False,none,20,0.25,2.75,0.4732983333333333,0.3339888888888889,0.3668795019736514,0.0,0.775,2.0,7.334081470966339,0.000550824
main,main__embedding__steps2__judge1__quality0__modeprocess,embedding,2,True,False,process,20,0.5,3.3,0.45570000000000005,0.29525,0.35109979581085876,0.0,0.6916666666666667,2.0,15.890193843841553,0.0007907275
main,main__embedding__steps3__judge0__quality0__modenone,embedding,3,False,False,none,20,0.3,2.7,0.387985,0.395,0.3715279208098884,0.0,0.8333333333333334,2.95,8.859434354305268,0.0007302495
main,main__embedding__steps3__judge1__quality0__modeprocess,embedding,3,True,False,process,20,0.3,2.75,0.39747,0.339775,0.3679511634320515,0.0,0.6916666666666667,3.0,22.59270260334015,0.0011739184999999999
main,main__embedding__steps4__judge0__quality0__modenone,embedding,4,False,False,none,20,0.6,3.0,0.4655,0.3438,0.3677799286755457,0.0,0.8083333333333333,3.6,11.503055691719055,0.0009438985
main,main__embedding__steps4__judge1__quality0__modeprocess,embedding,4,True,False,process,20,0.55,3.2,0.398435,0.2815,0.38074240622229205,0.0,0.8166666666666667,3.85,26.420708882808686,0.001545325
main,main__grep__steps2__judge0__quality0__modenone,grep,2,False,False,none,20,0.4,2.85,0.36405,0.368,0.3389728488960485,0.0,0.725,2.0,6.673075747489929,0.00115192
main,main__grep__steps2__judge1__quality0__modeprocess,grep,2,True,False,process,20,0.45,3.1,0.3355533333333333,0.2810833333333333,0.3077900137821728,0.0,0.6291666666666667,2.0,16.642097413539886,0.001299285
main,main__grep__steps3__judge0__quality0__modenone,grep,3,False,False,none,20,0.35,3.1,0.38784,0.35015,0.3383407230175953,0.0,0.8,3.0,8.899926435947418,0.0015208700000000001
main,main__grep__steps3__judge1__quality0__modeprocess,grep,3,True,False,process,20,0.55,3.25,0.27015333333333336,0.32465,0.3296329287598719,0.0,0.7791666666666667,3.0,20.738089418411256,0.0018697100000000001
main,main__grep__steps4__judge0__quality0__modenone,grep,4,False,False,none,20,0.5,3.2,0.3693666666666667,0.315,0.338400244255764,0.0,0.7958333333333333,3.7,9.843448913097381,0.002101805
main,main__grep__steps4__judge1__quality0__modeprocess,grep,4,True,False,process,20,0.45,3.05,0.3303083333333333,0.33425,0.34154451855867596,0.0,0.7791666666666667,4.0,23.541652941703795,0.0029763249999999997
